imo,mmsi,name,flag,type
9701114,636016810,BEYA,LR,Tug
9701102,636016809,OSSOY,LR,Tug
9574999,636016808,ALAED,LR,"General Cargo"
9682758,636016806,"SHIN YAHAGI MARU",LR,Cargo
9149328,636016805,"MSC NADRIELY",LR,"Container Ship"
9652600,636016804,"OCEAN RALLY",LR,Cargo
9630016,636016803,EKARMA,LR,"General Cargo"
9696254,636016801,"HIGH TRUST",LR,Tanker
9696242,636016800,"HIGH TRADER",LR,Tanker
9338747,636016799,"STAR PRIMA",LR,Reefer
9725744,636016798,"YANGZE 9",LR,Cargo
9275050,636016796,"MAERSK NOTTINGHAM",LR,"Container Ship"
9624043,636016795,ARVIKA,LR,"Bulk Carrier"
9110511,636016794,ANCONA,LR,"Bulk Carrier"
9723174,636016792,"RED CHERRY",LR,Cargo
9713416,636016791,AQUAPROSPER,LR,Cargo
9082221,636016789,GRACE,LR,"Oil Products Tanker"
9212371,636016788,RAVNA,LR,"Oil/Chemical Tanker"
9212369,636016787,RISA,LR,"Oil/Chemical Tanker"
9071210,636016786,"MOGOK STAR",LR,"Container Ship"
9101819,636016785,"TAUNG GYI STAR",LR,"Container Ship"
9138642,636016783,ISMINI,LR,"Bulk Carrier"
9122849,636016778,"AGIA MARKELLA",LR,"Bulk Carrier"
9116943,636016777,"KRITI BREEZE",LR,"Crude Oil Tanker"
9155315,636016776,"CAPTAIN GEORGE K",LR,"Bulk Carrier"
9194866,636016775,"TG POSEIDON",LR,"Container Ship"
9663740,636016774,"CIELO DI VIRGINGORDA",LR,Cargo
9627708,636016772,"IRON SOUTHERN CROSS",LR,Cargo
9194878,636016771,"TG APHRODITE",LR,"Container Ship"
9315824,636016770,ODYSSEUS,LR,"Container Ship"
9725548,636016769,"SANTA ANGELINA",LR,Cargo
9371270,636016766,"M/T AMORGOS",LR,"Oil Products Tanker"
9053816,636016752,"CORAL OBELIA",LR,"Lpg Tanker"
9687710,636016751,RANHIL,LR,Cargo
9687708,636016750,DANSAS,LR,Cargo
9450234,636016749,"GOLDEN HOPE",LR,"Bulk Carrier"
9430739,636016748,ALKIMOS,LR,Tanker
9508653,636016747,CELINE,LR,"General Cargo"
9508641,636016746,SYRENA,LR,"General Cargo"
9506588,636016745,BEE,LR,"General Cargo"
9101106,636016743,"MV MAYMYO STAR",LR,"Container Ship"
9184859,636016742,TREASURE,LR,"Vehicles Carrier"
9570979,636016737,"ALTUS INVICTUS",LR,"Anti-pollution equipment"
9536181,636016736,SPECTRA,LR,"General Cargo"
9671345,636016735,"JASA KENYALANG",LR,"Other Type"
9249269,636016734,"GOOD LUCK I",LR,"Bulk Carrier"
9122899,636016732,EVOLUTION,LR,"Bulk Carrier"
9307334,636016731,TAVROPOS,LR,"Oil Products Tanker"
9254563,636016730,PICTOR,LR,"Bulk Carrier"
9335903,636016728,"BLUE SKY I",LR,"Oil/Chemical Tanker"
9648271,636016727,"SK PROACTIVE",LR,"Anchor Handling Vessel"
9705914,636016726,"ELKA ELEFSIS",LR,Tanker
9705902,636016725,"ELKA DELPHI",LR,Tanker
9655602,636016724,"ELKA COSMOS",LR,Tanker
9705897,636016723,"ELKA BREEZE",LR,Tanker
9705885,636016722,"ELKA ASTIR",LR,Tanker
9713959,636016721,ERIETTA,LR,Cargo
9627813,636016720,PIRAVERA,LR,Fishing
9230971,636016719,"SILVER SUN",LR,"Crude Oil Tanker"
9185346,636016718,"CORAL RUBRUM",LR,"Lpg Tanker"
9264570,636016717,"PORTMAN SQUARE",LR,"Crude Oil Tanker"
9725732,636016709,"YANGZE 8",LR,Cargo
9718911,636016708,"YANGZE 7",LR,Cargo
9718909,636016707,"YANGZE 6",LR,Cargo
9302750,636016706,BRAVERY,LR,"Bulk Carrier"
9496628,636016705,"YM EXPRESS",LR,Cargo
9496616,636016704,"YM EXCELLENCE",LR,"Cargo A"
9496604,636016703,"YM ENLIGHTENMENT",LR,Cargo
9373917,636016702,"TABAGO BAY",LR,"General Cargo"
9373905,636016701,"TAGA BAY",LR,"General Cargo"
9004401,636016700,"GREEN GLACIER",LR,Reefer
9577044,636016699,"CATALAN SEA",LR,"Crude Oil Tanker"
9577032,636016698,"LIGURIAN SEA",LR,"Crude Oil Tanker"
9497622,636016697,"NEW VENTURE",LR,Cargo
9442017,636016696,"SERENE SEA",LR,"Crude Oil Tanker"
9364215,636016695,"NECTAR SEA",LR,"Crude Oil Tanker"
9311531,636016694,"SULU SEA",LR,"Crude Oil Tanker"
9259599,636016693,"CELTIC SEA",LR,"Crude Oil Tanker"
9464558,636016692,HANNAH,LR,"Bulk Carrier"
8813063,636016691,RAMAGAS,LR,"Lpg Tanker"
9109536,636016690,IDA,LR,"Bulk Carrier"
9179816,636016689,ELAFONISOS,LR,"Container Ship"
9076246,636016687,"SIERRA MEDOC",LR,Reefer
9567087,636016686,"BULK SUCCESS",LR,Cargo
9745811,636016684,OSPREY,LR,Cargo
9350886,636016683,"CORAL LOPHELIA",LR,"Lpg Tanker"
9227833,636016682,"DANOS Z",LR,"Bulk Carrier"
9720720,636016681,ALEUT,LR,Cargo
9268980,636016680,"OMICRON NIKOS",LR,"Bulk Carrier"
9678642,636016677,"X-PRESS LHOTSE",LR,"Cargo A"
9621352,636016676,HBIS,LR,Cargo
9537848,636016675,MINNETONKA,LR,"Bulk Carrier"
9536155,636016674,MINNEHAHA,LR,"Bulk Carrier"
9267637,636016673,"K PEGASUS",LR,"Container Ship"
9267649,636016672,"K PHOENIX",LR,"Container Ship"
9287170,636016671,"SANTA CRUZ",LR,"Bulk Carrier"
9122057,636016670,"YADANABON STAR",LR,"Container Ship"
9137961,636016669,"TAI FU STAR",LR,"Wood Chips Carrier"
9687588,636016668,COYHAIQUE,LR,Cargo
9687576,636016667,CISNES,LR,Cargo
9687564,636016666,CORCOVADO,LR,"Cargo A"
9687552,636016665,CAUQUENES,LR,"Cargo A"
9687540,636016664,COCHRANE,LR,Cargo
9687538,636016663,CAUTIN,LR,"Cargo A"
9687526,636016662,COPIAPO,LR,"Not available"
9704532,636016660,"NAVIGATOR CETO",LR,Tanker
9704518,636016659,"NAVIGATOR CERES",LR,Tanker
9704506,636016658,"NAVIGATOR CENTAURI",LR,Tanker
9617430,636016657,CAPTAINJ.NEOFOTISTOS,LR,"Bulk Carrier"
9358395,636016656,WIGEON,LR,"Bulk Carrier"
9358371,636016655,WHISTLER,LR,"Bulk Carrier"
9347293,636016651,"SAN ALESSIO",LR,"Container Ship"
9347279,636016650,"SAN ADRIANO",LR,"Container Ship"
9347255,636016649,"SAN ANDRES",LR,"Container Ship"
9344655,636016648,"CAP PASLEY",LR,"Container Ship"
9344679,636016647,"CAP PALLISER",LR,"Container Ship"
9344631,636016646,"CAP PORTLAND",LR,"Container Ship"
9101510,636016624,"INNWA STAR",LR,"Container Ship"
9101508,636016623,"PINYA STAR",LR,"Container Ship"
9152777,636016622,ANDREAS,LR,"Container Ship"
9678630,636016619,"X-PRESS NUPTSE",LR,"Not available"
9686338,636016618,NEWLEAD_CASTELLANO,LR,"Bulk Carrier"
9207194,636016617,GIGOL,LR,"Oil/Chemical Tanker"
9159543,636016616,CAROLA,LR,"Bulk Carrier"
9039054,636016615,MARTHA,LR,"Bulk Carrier"
9700469,636016614,AMADEUS,LR,Tanker
9700342,636016613,ACTIVE,LR,"Tanker D"
9247821,636016611,"BLUE RIVER",LR,"Crude Oil Tanker"
9683867,636016610,"CCNI ANGOL",LR,"Cargo A"
9683843,636016609,"CCNI ARAUCO",LR,"Cargo A"
9621302,636016608,TAIYO,LR,Cargo
9293739,636016607,AQUAGENIE,LR,"Bulk Carrier"
9701140,636016606,GOODWOOD,LR,Cargo
9670925,636016601,OCEANUS,LR,Cargo
9670901,636016600,AEOLOS,LR,Cargo
9103403,636016596,"GASCHEM HUNTE",LR,"Lpg Tanker"
9108843,636016595,MAINGAS,LR,"Lpg Tanker"
9135781,636016594,SAARGAS,LR,"Lpg Tanker"
9110212,636016592,"CONSUL POPPE",LR,"Bulk Carrier"
9362736,636016590,"MELBOURNE STRAIT",LR,"Container Ship"
9290426,636016589,"NANSEN STRAIT",LR,"Container Ship"
9119660,636016588,"CHINDWIN STAR",LR,"Container Ship"
9187227,636016587,"KRITI SFAKIA",LR,"Crude Oil Tanker"
9699634,636016585,"LYDIA OLDENDORFF",LR,Cargo
9691931,636016582,"LAVINIA OLDENDORFF",LR,Cargo
9751004,636016579,"BEI CHUAN 62",LR,Cargo
9011076,636016578,BODRUM,LR,"Crude Oil Tanker"
9173135,636016575,THORSWIND,LR,"Container Ship"
9162277,636016574,THORSKY,LR,"Container Ship"
9293870,636016563,"VANTAGE KEY",LR,"Bulk Carrier"
9173745,636016562,EUROHOPE,LR,"Crude Oil Tanker"
9640413,636016561,"NEWLEAD VENETICO",LR,"Bulk Carrier"
9488592,636016560,"EMERALD STRAIT",LR,Cargo
9727364,636016558,IRONGATE,LR,Cargo
9446635,636016557,"MOUNT DAMPIER",LR,"Bulk Carrier"
9345609,636016556,"MOUNT FABER",LR,"Bulk Carrier"
9152741,636016555,"ALBERT RICKMERS",LR,"Container Ship"
9119139,636016552,"CAPE CARMEL",LR,"Bulk Carrier"
9152739,636016548,"ALEXANDRA RICKMERS",LR,"Container Ship"
9445057,636016535,IPANEMA,LR,"Bulk Carrier"
9700811,636016534,BRAZEN,LR,Cargo
9304538,636016533,"EURO FORTUNE",LR,"Bulk Carrier"
9166871,636016532,"SEA ARROW",LR,"Bulk Carrier"
9736169,636016531,"CHUN HE 190",LR,Cargo
9736157,636016530,"CHUN HE 185",LR,Cargo
9310290,636016529,"BULK JAPAN",LR,"Bulk Carrier"
9114696,636016528,"ATHINA P",LR,"General Cargo"
9112806,636016525,"THANLWIN STAR",LR,"Container Ship"
9100592,636016524,SOYU,LR,"Bulk Carrier"
9106601,636016523,LEORA,LR,"Bulk Carrier"
9506514,636016520,VANTAGE_WAVE,LR,"General Cargo"
9183362,636016519,"NEW PROSPERITY",LR,"Crude Oil Tanker"
9113678,636016518,"ZIM ATLANTIC",LR,"Container Ship"
9139921,636016517,"ZIM CHINA",LR,"Container Ship"
9113654,636016516,"ZIM ASIA",LR,"Container Ship"
9113680,636016515,"ZIM JAMAICA",LR,"Container Ship"
9139919,636016514,"ZIM IBERIA",LR,"Container Ship"
9113692,636016513,"ZIM EUROPA",LR,"Container Ship"
9113666,636016512,"ZIM PACIFIC",LR,"Container Ship"
9330056,636016511,"STAR FIRST",LR,Reefer
9675212,636016510,"SOMA MARU",LR,Cargo
9000730,636016508,"ALIANCA BRASIL",LR,"Container Ship"
9040508,636016507,"ELOUNDA BAY",LR,"Bulk Carrier"
9018464,636016506,PACIFIC,LR,"Crude Oil Tanker"
9332781,636016505,"MARS SUN",LR,"Crude Oil Tanker"
9332834,636016504,"JUPITER SUN",LR,"Crude Oil Tanker"
9733832,636016503,"BOX EXPRESS",LR,Cargo
9733820,636016502,"BOX ENDURANCE",LR,Cargo
9467859,636016501,"BLUE MARLIN I",LR,"Bulk Carrier"
9467873,636016500,"BLUE CAT",LR,"Bulk Carrier"
9696527,636016499,DIOMIDIS,LR,Cargo
9696515,636016498,DIONYSUS,LR,Cargo
9689172,636016497,YORKGATE,LR,Cargo
9208485,636016494,LOMBA,LR,"Oil/Chemical Tanker"
9072109,636016493,"DAWEI STAR",LR,"Container Ship"
9147071,636016492,"MSC SAO PAULO",LR,"Container Ship"
9705976,636016489,ULTRAMER,LR,Cargo
8709145,636016488,"CITY OF TOKYO",LR,"Ro-Ro/Passenger Ship"
9323637,636016487,HORIZON,LR,"Bulk Carrier"
9147447,636016485,SANTORINI,LR,"Crude Oil Tanker"
9122033,636016484,CRESCO,LR,"Container Ship"
9222467,636016483,AREOPOLIS,LR,"Container Ship"
9710933,636016481,"ANITA DEVI",LR,"Other Type"
9328675,636016480,"GANT MUSE",LR,"Bulk Carrier"
9640401,636016479,"NEWLEAD ALBION",LR,"Bulk Carrier"
9481099,636016478,FADELSIA,LR,"Bulk Carrier"
9587685,636016477,SIERRA,LR,"Bulk Carrier"
9141297,636016476,"MSC ROCHELLE",LR,"Container Ship"
9218052,636016475,"MEL VISION",LR,"Bulk Carrier"
9193721,636016472,"SEA DANUTA",LR,"Lpg Tanker"
9279874,636016471,AQUABELLA,LR,"Bulk Carrier"
9263966,636016470,"GAS PRODIGY",LR,"Tanker C"
9140607,636016469,"GAS NIRVANA",LR,"Lpg Tanker"
9122576,636016468,SOTIRIA,LR,"Bulk Carrier"
9127485,636016467,"CAPE LONDON",LR,"Bulk Carrier"
9421300,636016466,"GSW FRONTIER",LR,"Oil/Chemical Tanker"
9187435,636016465,"OLYMPIA I",LR,"Crude Oil Tanker"
9321847,636016464,"ARIES SUN",LR,"Crude Oil Tanker"
8764482,636016463,"ENSCO 5006",LR,"Other Type"
9364851,636016461,LIBERATOR,LR,"Bulk Carrier"
9588885,636016459,"HONG XUN",LR,Cargo
9154206,636016457,"MSC ISHYKA",LR,"Container Ship"
9173111,636016456,MAESTRO,LR,"Oil/Chemical Tanker"
9350537,636016455,SIGMA,LR,"General Cargo"
9362229,636016454,"OCEAN WIND",LR,"Bulk Carrier"
9625396,636016452,"VICENTE PINZON",,Cargo
9502594,636016451,"NEW EXCELLENCE",LR,"Bulk Carrier"
9481489,636016450,"NEW EXPLORER",LR,Cargo
9081007,636016449,"IRRAWADDY STAR",LR,"Container Ship"
9220641,636016448,"OCEAN DREAM",LR,"Ro-Ro Cargo"
9700354,636016447,"AYE EVOLUTION",LR,Cargo
9713882,636016445,"LAKE GENEVA",LR,Cargo
9035773,636016443,MARY,LR,"Bulk Carrier"
9113381,636016442,SYMPHONY,LR,"General Cargo"
9737280,636016440,"NSC GL0RY",LR,"Other Type"
9339595,636016439,ARTEMIS,LR,"Container Ship"
9202479,636016438,NEAPOLIS,LR,"Container Ship"
9227326,636016437,"MSC VIDISHA R.",LR,"Container Ship"
9227314,636016436,"MSC ZLATA R.",LR,"Container Ship"
9227302,636016435,"MSC KATYA R.",LR,"Container Ship"
9227297,636016434,"MSC ANISHA R",LR,"Container Ship"
9238739,636016433,"MSC VIDHI",LR,"Container Ship"
9244881,636016432,"MSC ARUSHI R.",LR,"Container Ship"
9227340,636016431,"MSC VAISHNAVI R.",LR,"Container Ship"
9227338,636016430,"MSC JULIA R.",LR,"Container Ship"
9238741,636016429,"MSC MARGARITA",LR,"Container Ship"
9228227,636016427,"SEA MOON",LR,"Bulk Carrier"
9350252,636016425,"PATAGONIA 100",LR,"Oil Products Tanker"
9297864,636016424,"MSC ANYA",LR,"Container Ship"
9297876,636016423,"MSC BHAVYA",LR,"Container Ship"
9233430,636016421,IRAKLIS,LR,"Bulk Carrier"
9355197,636016420,"WISTERIA ACE",LR,"Vehicles Carrier"
9239458,636016419,HARRIETT,LR,"Bulk Carrier"
9210062,636016417,"CAROLINA STAR",LR,"Container Ship"
9432531,636016416,PLUTO,LR,Cargo
9210086,636016415,"CELINA STAR",LR,"Container Ship"
9665803,636016414,"MORNING SWAN",LR,"Oil Products Tanker"
9539523,636016413,"MORNING IBIS",LR,"Oil Products Tanker"
9296212,636016412,"MOUNT OPHIR",LR,"Bulk Carrier"
9298521,636016411,VIGOROUS,LR,"Bulk Carrier"
9657818,636016410,"PACIFIC MELTEM",LR,"Other Type"
9506708,636016409,"EVANGELIA M",LR,"Bulk Carrier"
9284879,636016408,"EIRINI P.",LR,"Bulk Carrier"
9328285,636016407,ATROTOS,LR,"Oil/Chemical Tanker"
9327449,636016406,ASSOS,LR,"Oil/Chemical Tanker"
9294484,636016405,"MINOAN DIGNITY",LR,"Bulk Carrier"
9288526,636016404,"MINOAN COURAGE",LR,"Bulk Carrier"
9655987,636016403,"ALPINE MARY",LR,Tanker
9655975,636016402,"ALPINE MARIA",LR,Tanker
9704491,636016400,"NAVIGATOR UMBRIO",LR,Tanker
9671228,636016399,"NAVIGATOR TRITON",LR,Tanker
9671216,636016398,"NAVIGATOR OBERON",LR,"Tanker D"
9661807,636016397,"NAVIGATOR EUROPA",LR,"Tanker D"
9661558,636016396,"NAVIGATOR ATLAS",LR,Tanker
9104081,636016395,PTOLEMEOS,LR,"Bulk Carrier"
9188609,636016394,"AURORA AMETHYST",LR,"Bulk Carrier"
9258337,636016393,"AURORA ONYX",LR,"Bulk Carrier"
9698458,636016391,"GAYATRI DEVI",LR,"Other Type"
9661974,636016389,MERCURY,LR,Reserved
9227998,636016387,"OMICRON PRIDE",LR,"Bulk Carrier"
9730892,636016384,"GULF DRILLER III",LR,"Other Type"
9214862,636016382,"AURORA PEARL",LR,"Bulk Carrier"
9449388,636016381,SANTANA,LR,"General Cargo"
9654880,636016378,"SCF MITRE",LR,"Tanker D"
9512939,636016377,"MOUNT HEDLAND",LR,"Bulk Carrier"
9654878,636016376,"SCF MELAMPUS",LR,Tanker
9196383,636016375,ANTAIOS,LR,"Bulk Carrier"
9109548,636016374,"M/V OLGA",LR,"Bulk Carrier"
9141974,636016373,"SEA FORTUNE",LR,"Bulk Carrier"
9491379,636016372,PANWORLD,LR,"Bulk Carrier"
9587879,636016371,PANGEA,LR,"Bulk Carrier"
9693745,636016370,"MILTIADIS JUNIOR",LR,Tanker
9207027,636016367,"KRITI SPIRIT",LR,"Crude Oil Tanker"
9105645,636016366,GRAFF,LR,"Bulk Carrier"
9705768,636016364,"CHEM SINGAPORE",LR,Tanker
9705756,636016363,"CHEM NEW ORLEANS",LR,"Tanker B"
9705744,636016362,"CHEM ALTAMIRA",LR,Tanker
9705732,636016361,"CHEM NEW YORK",LR,Tanker
9705720,636016360,"CHEM HOUSTON",LR,Tanker
9041459,636016359,"GOLDEN TRADER",LR,"Bulk Carrier"
9132698,636016358,"LONG FU STAR",LR,"Bulk Carrier"
9625384,636016357,"BARTOLOMEU DIAS",,"Container Ship"
9146106,636016356,COMET,LR,"Bulk Carrier"
9181754,636016354,"BAGAN STAR",LR,"Container Ship"
9692650,636016353,"VSC POLLUX",LR,Cargo
9648908,636016352,"MARGRET OLDENDORFF",LR,Cargo
9678824,636016351,"MARLENE OLDENDORFF",LR,Cargo
9190004,636016350,"OCEAN TRADER I",LR,"Bulk Carrier"
8601587,636016347,"SEA LORD",,"Offshore Supply Ship"
9600425,636016346,"MAX OLDENDORFF",LR,Cargo
9371323,636016344,"M/T PAROS I",LR,"Oil Products Tanker"
9621364,636016343,"IRON PILBARA",LR,Cargo
9665920,636016342,AKATSUKI,LR,"Bulk Carrier"
9166560,636016341,"ZHEN HUA 7",LR,"Oil Products Tanker"
9084255,636016339,DRACO,LR,"Bulk Carrier"
9516703,636016338,ELPIS,LR,"Bulk Carrier"
9689184,636016337,DEVONGATE,LR,Cargo
9421271,636016336,"GSW FORWARD",LR,"Oil/Chemical Tanker"
9039884,636016335,"PRINCESS OGE",LR,"Oil/Chemical Tanker"
9146053,636016332,"SAN REMO II",LR,"Bulk Carrier"
9641390,636016329,TENSO,LR,"Bulk Carrier"
9210000,636016327,"FUJITRANS WORLD",LR,"Vehicles Carrier"
9146003,636016326,"STEEL INTEGRITY",LR,"Bulk Carrier"
9221334,636016322,ARCTURUS,LR,"Bulk Carrier"
9627928,636016321,"CSAV TYNDALL",LR,"Container Ship"
9251030,636016320,DEFIANT,LR,"Bulk Carrier"
9151515,636016319,ADASTAR,LR,"General Cargo"
9676084,636016318,"VSC CASTOR",LR,Cargo
9476824,636016317,"HAFNIA LEO",LR,"Oil/Chemical Tanker"
9425497,636016315,"PERSEUS N",LR,"Oil/Chemical Tanker"
8216564,636016312,"MOEEN GLORY",LR,"Other Type"
9679555,636016307,PAXI,LR,Cargo
9695028,636016306,"UASC JILFAR",LR,"Container Ship"
9695016,636016305,"UASC TABUK",LR,"Cargo C"
9519365,636016304,"NAUTICAL DREAM",LR,"Bulk Carrier"
9117416,636016303,LITA,LR,"Bulk Carrier"
9689146,636016302,"HIGH FIDELITY",LR,Tanker
9117193,636016301,"INLE STAR",LR,"Container Ship"
9203784,636016300,"EURO SPIRIT",LR,"Crude Oil Tanker"
9081784,636016296,"DONA ZOITSA",LR,"Bulk Carrier"
9591088,636016295,"ANTONIA S",LR,"Bulk Carrier"
9488970,636016294,"MAGNUM FORTUNE",LR,"Bulk Carrier"
9676527,636016293,"GREEN HELLAS",LR,"Tanker B"
9676515,636016292,"GREEN SKY",LR,"Oil Products Tanker"
9669926,636016291,"GREEN SEA",LR,Tanker
9669914,636016290,"GREEN PLANET",LR,"Oil Products Tanker"
9231274,636016289,STARTRADER,LR,"Bulk Carrier"
9684225,636016288,"STAR MISTRAL",LR,Cargo
9116321,636016287,JUSTICE,LR,"Bulk Carrier"
9187332,636016285,BALEEN,LR,"Container Ship"
9546007,636016284,"SOPHIA I",LR,Cargo
9633501,636016283,ARISTOTELIS,LR,"Oil/Chemical Tanker"
9016674,636016281,"BALTIC PERFORMER",LR,Reefer
9038488,636016280,"BALTIC PATRIOT",LR,Reefer
9016662,636016279,"BALTIC PILGRIM",LR,Reefer
9070137,636016278,"BALTIC PIONEER",LR,Reefer
9477787,636016277,ARGOS,LR,"Container Ship"
9446491,636016276,"LADY ELIZABETH",LR,Tanker
9343340,636016275,"GEMINI SUN",LR,"Crude Oil Tanker"
9333785,636016274,"CAPRICORN SUN",LR,"Crude Oil Tanker"
9332822,636016273,"TAURUS SUN",LR,"Crude Oil Tanker"
9332810,636016272,"VIRGO SUN",LR,"Crude Oil Tanker"
9134684,636016271,SHASTA,LR,"Container Ship"
9334105,636016270,"BARA IPSA",LR,"Container Ship"
9377690,636016269,MANATEE,LR,"Container Ship"
9198226,636016268,"OCEAN LORD",LR,"Ro-Ro Cargo"
9330082,636016267,MATUMBA,LR,"Bulk Carrier"
9593311,636016266,"VSC TRITON",LR,"Bulk Carrier"
9279769,636016265,PISTIS,LR,"Bulk Carrier"
8701480,636016264,ETERNITY,LR,"Bulk Carrier"
9626675,636016262,"INDIAN GOODWILL",LR,"Bulk Carrier"
9209520,636016261,DENEB,LR,"Bulk Carrier"
9220639,636016260,"OCEAN PRIDE",LR,"Ro-Ro Cargo"
9521409,636016259,"INDIAN PARTNERSHIP",LR,"Bulk Carrier"
9224025,636016257,THEOFANO,LR,"Bulk Carrier"
9701097,636016256,RUMAILAH,LR,"Other Type"
9118501,636016255,"MANDALAY STAR",LR,"Container Ship"
9173094,636016252,"ALEXANDER J",LR,"Oil/Chemical Tanker"
8309294,636016251,SILEB,LR,"Bulk Carrier"
9580053,636016250,PATRIA,LR,Cargo
9038945,636016249,"DUNEDIN STAR",LR,Reefer
9432907,636016248,"TOKYO CAR",LR,"Vehicles Carrier"
9631137,636016247,"HANJIN LOUISIANA",LR,Cargo
8756497,636016246,"RIG MSHEIREB",LR,"Towing > 200m OR Breadth > 25m"
9422495,636016244,"VANTAGE REEF",LR,"Bulk Carrier"
9596650,636016243,W-PACIFIC,LR,"Bulk Carrier"
9664885,636016242,"YM MODESTY",LR,"Container Ship"
9179268,636016239,"PACIFIC REEFER",LR,Reefer
9179256,636016238,"ATLANTIC REEFER",LR,Reefer
9235957,636016236,"OMICRON WAY",LR,"Bulk Carrier"
9237888,636016235,AUDACIOUS,LR,Cargo
9626625,636016234,"CASPIAN DRILLER",LR,"Other Type"
9354076,636016233,"AFRICAN JACARANDA",LR,"Bulk Carrier"
9417531,636016232,LEFKAS,LR,"Oil Products Tanker"
9629469,636016231,SWANSEA,LR,"Container Ship"
9630028,636016229,PSKOV,LR,"Tanker D"
9182667,636016228,"DESPINA ANDRIANNA",LR,"Crude Oil Tanker"
9673757,636016227,"VSC POSEIDON",LR,"Bulk Carrier"
9621297,636016222,YUYO,LR,"Bulk Carrier"
9630004,636016219,"VELIKIY NOVGOROD",LR,"Lng Tanker"
9330094,636016218,DELFA,LR,"Bulk Carrier"
8910093,636016215,"YANGON STAR",LR,"Container Ship"
9665554,636016214,SENTINEL,LR,"Bulk Carrier"
9185748,636016213,RIGEL,LR,"Bulk Carrier"
9678800,636016212,"MATHILDE OLDENDORFF",LR,"Bulk Carrier"
9648893,636016211,"MAGNUS OLDENDORFF",LR,Cargo
9159426,636016210,RUBYRED,LR,"Bulk Carrier"
9496343,636016208,"SEPETIBA BAY",LR,"Bulk Carrier"
9641388,636016207,REIHOU,LR,"Bulk Carrier"
9432892,636016206,TRIUMPH,LR,"Vehicles Carrier"
9289908,636016205,"MORNING MIRACLE",LR,"Vehicles Carrier"
9280861,636016204,PUSAN,LR,"Container Ship"
9322358,636016203,"ZIM INDIA",LR,"Container Ship"
9385001,636016202,"HYUNDAI TACOMA",LR,"Container Ship"
9393307,636016201,"HYUNDAI MERCURY",LR,"Container Ship"
9332884,636016200,"HYUNDAI LONG BEACH",LR,"Container Ship"
9332872,636016199,"ZIM HAMBURG",LR,"Container Ship"
9261970,636016198,TAMARACK,LR,"Bulk Carrier"
9707584,636016197,"PEACEFUL SEAS",LR,Cargo
9110339,636016195,"SEZAI SELAH",LR,"Bulk Carrier"
9276262,636016193,"GREEN RAY",LR,"Oil/Chemical Tanker"
9276250,636016192,"M.T.YELLOW RAY",LR,"Oil/Chemical Tanker"
9578294,636016190,"TOWNSVILLE MARU",LR,"Bulk Carrier"
9135793,636016188,"LPG/C ODERGAS",LR,"Lpg Tanker"
9367542,636016186,HARUKA,LR,"Container Ship"
9629457,636016185,CARDIFF,LR,"Container Ship"
8800511,636016183,CHAMPION,LR,"Oil/Chemical Tanker"
9531856,636016182,"CAPE CAMELLIA",LR,Cargo
9706281,636016179,"BOX ENDEAVOUR",LR,"Cargo B"
9706279,636016178,PHILIPPOS-MICHALIS,LR,Cargo
9627916,636016177,"CSAV TRANCURA",LR,"Container Ship"
9545211,636016176,"GAS ODYSSEY",LR,"Lpg Tanker"
9372767,636016175,CRESSIDA,LR,"Bulk Carrier"
9192260,636016173,"BLUE SUN",LR,"Crude Oil Tanker"
9642942,636016171,KUKULCAN,LR,"Oil/Chemical Tanker"
9597757,636016170,DELMAR,LR,"Bulk Carrier"
9659866,636016169,"AQUARIUS DREAM",LR,Cargo
9628099,636016168,MASTER,LR,"Bulk Carrier"
8802090,636016167,"BALTIC SUMMER",LR,Reefer
8909070,636016166,"BALTIC SPRING",LR,Reefer
9231602,636016165,LEVANTO,LR,"Oil/Chemical Tanker"
9703514,636016161,"GENTLE SEAS",LR,Cargo
9149677,636016160,"ISLAND MARINER",LR,"General Cargo"
8502547,636016159,"OK I",LR,"Bulk Carrier"
9642930,636016158,CALAKMUL,LR,"Oil/Chemical Tanker"
9234226,636016153,"STEEL VISION",LR,"Bulk Carrier"
9597393,636016152,"OMIROS L",LR,Cargo
9597381,636016151,"ODYSSEAS L",LR,"Bulk Carrier"
9659828,636016150,"ORIENTAL ANGEL",LR,Cargo
9350898,636016149,"CORAL LACERA",LR,"Lpg Tanker"
9180217,636016148,"BLACK SEA",LR,"Crude Oil Tanker"
9692404,636016146,"ENSCO 110",LR,"Not available"
9207443,636016139,"ERGINA LUCK",LR,"Bulk Carrier"
9625968,636016138,"SCF SHANGHAI",LR,Tanker
9625956,636016137,SVET,LR,Tanker
9493200,636016136,CRYSTALGATE,LR,"Bulk Carrier"
9403061,636016135,VIOLA,LR,"Bulk Carrier"
9312327,636016130,"MV COURAGEOUS",LR,"Bulk Carrier"
9590307,636016129,"RED MOON",LR,"Crude Oil Tanker"
9588158,636016128,"WHITE MOON",LR,"Crude Oil Tanker"
9457608,636016127,"LEO SUN",LR,"Crude Oil Tanker"
9629445,636016126,"CAP ANDREAS",LR,"Container Ship"
9627904,636016125,"CSAV TRAIGUEN",LR,"Container Ship"
9265720,636016121,KYRIAKOULA,LR,"Crude Oil Tanker"
9204477,636016118,"VENTO DI GRECALE",LR,"Container Ship"
9438016,636016117,ERMIS,LR,Cargo
6901490,636016116,"ORKA SULTAN",LR,Tug
