imo,mmsi,name,flag,type
9142538,259397000,RIPNES,NO,"General Cargo"
9334507,259395000,UTSIRA,NO,"Ro-Ro/Passenger Ship"
9275074,259393000,"PIONEER KNUTSEN",NO,"Lng Tanker"
9286841,259390000,TEIGENES,NO,Trawler
9281061,259387000,SALTEN,NO,"Passengers Ship"
9344746,259386000,STAVANGERFJORD,NO,"Ro-Ro/Passenger Ship"
9521801,259385000,"VIKTORIA VIKING",NO,"Fish Carrier"
9168104,259383000,KVALSTEIN,NO,Trawler
9152894,259380000,"VEIDAR 1",NO,"Fishing Vessel"
9126596,259374000,SAEBJORN,NO,"Fishing Vessel"
9118496,259372000,CHRISTINA,NO,"Oil/Chemical Tanker"
9107784,259371000,"MS NORDNORGE",NO,"Ro-Ro/Passenger Ship"
7607869,259369000,"T/B BOA SIW",NO,Tug
9356191,259367000,"ISLAND VALIANT",NO,"Anchor Handling Vessel"
9517460,259366000,"KNM OLAV TRYGGVASON",NO,"Patrol Vessel"
8920567,259360000,SUNDSTRAUM,NO,"Oil/Chemical Tanker"
9122978,259357000,"SKANDI MARSTEIN",NO,"Offshore Supply Ship"
7400807,259355000,"OCEAN SKY",NO,"Anchor Handling Vessel"
9334753,259353000,BORIS,NO,Tug
6525064,259351000,SANDSTRAND,NO,"Suction Dredger"
9299408,259344000,"BASTO III",NO,"Ro-Ro/Passenger Ship"
9149134,259343000,"RESCUE PETER HV KOSS",NO,"Salvage/Rescue Vessel"
8404757,259340000,MOSTEIN,NO,Trawler
9139763,259337000,AALESUND,NO,"Patrol Vessel"
9191539,259335000,LONNINGEN,NO,"Fish Carrier"
9126039,259333000,"REM STADT",NO,"Multi Purpose Offshore Vessel"
9388950,259332000,"FAR SEARCHER",NO,"Offshore Supply Ship"
9121053,259331000,"NORMAND NEPTUN",NO,"Anchor Handling Vessel"
9107772,259330000,NORDKAPP,NO,"Ro-Ro/Passenger Ship"
8304830,259329000,SKJONGHOLM,NO,Trawler
9113422,259324000,NORDSJOBAS,NO,Trawler
9107796,259322000,"MS POLARLYS",NO,"Ro-Ro/Passenger Ship"
7107730,259321000,IMPERATOR,NO,"General Cargo"
8976798,259320000,MAURSUND,NO,"Landing Craft"
9108740,259319000,BERGSTRAUM,NO,"Oil/Chemical Tanker"
9389356,259317000,"KV  BARENTSHAV",NO,"Patrol Vessel"
9144548,259313000,"REIDAR VON KOSS",NO,"Salvage/Rescue Vessel"
9283461,259312000,LIBAS,NO,Trawler
9263526,259311000,HARDHAUS,NO,"Fishing Vessel"
9281073,259310000,STEIGTIND,NO,"Passengers Ship"
8610693,259309000,"NYVOLL SENIOR",NO,"Fishing Vessel"
9121780,259307000,AKVAPRINS,NO,"Fish Carrier"
9418030,259305000,"HAVILA VENUS",NO,"Anchor Handling Vessel"
9121778,259301000,HAUGBAS,NO,Cargo
9382449,259299000,TRANEN,NO,"Passengers Ship"
9340609,259298000,"OLYMPIC CANYON",NO,"Offshore Supply Ship"
8706272,259295000,EIDVAAGFISK,NO,"Fishing Vessel"
9125188,259293000,CALEDONIA,NO,"Fish Carrier"
9430117,259290000,HEPSOEHAV,NO,"Fishing Vessel"
9452311,259288000,OYDROTT,NO,"Fish Carrier"
9135729,259285000,RAMOEN,NO,"Factory Trawler"
9131670,259282000,RYPEFJORD,NO,Trawler
9264180,259281000,RAV,NO,"Fishing Vessel"
9358747,259280000,SNARVEIEN,NO,"Passengers Ship"
8317942,259278000,"COLOR VIKING",NO,"Ro-Ro/Passenger Ship"
9517185,259276000,TIDELYN,NO,"Passengers Ship"
9402330,259271000,"ISLAND EARL",NO,"Offshore Supply Ship"
8956633,259261000,"AQS ODIN",NO,"Supply Tender"
7705116,259260000,BIOTRANS,NO,Trawler
8822387,259258000,NESHOLMEN,NO,"Fishing Vessel"
7726691,259256000,"LIGRUNN 2",NO,Trawler
9663398,259253000,"EINAR ERLEND",NO,"Fishing Vessel"
9652820,259252000,"ANDENESFISK I",NO,Trawler
9334765,259250000,BARENTS,NO,"Anchor Handling Vessel"
8422137,259247000,STATTEGG,NO,Fishing
9662112,259246000,BORGOEY,NO,Tug
7207671,259245000,FISKEBANK1,NO,"Fishing Vessel"
8919510,259244000,SJOVER,NO,"Not available"
9244609,259243000,"NORTH     MARINER",NO,"Offshore Supply Ship"
9143570,259242000,STOREKNUT,NO,"Not available"
8501086,259241000,NORDBANKEN,NO,Fishing
9383871,259239000,"SKANDI MONGSTAD",NO,"Offshore Supply Ship"
9255086,259237000,VEIDNES,NO,"Fish Carrier"
9342724,259235000,"NORMAND TRYM",NO,"Multi Purpose Offshore Vessel"
8871065,259233000,"T/B OYKRAFT",NO,Tug
8415500,259232000,BILLEFJORD,NO,"Passengers Ship"
9331268,259231000,"NORMAND SKIPPER",NO,"Multi Purpose Offshore Vessel"
9221308,259228000,"MIKAL WITH",NO,"Pallet Carrier"
9371385,259227000,"NORMAND TITAN",NO,"Anchor Handling Vessel"
9379090,259225000,SKULBAREN,NO,"Fishing Vessel"
9349863,259222000,"COLOR MAGIC",NO,"Ro-Ro/Passenger Ship"
9213985,259221000,"EIDSVAAG POLARIS",NO,"General Cargo"
9339492,259218000,"OLYMPIC PROMOTER",NO,"Offshore Supply Ship"
9344760,259216000,MASTRAFJORD,NO,"Ro-Ro/Passenger Ship"
9231951,259210000,FINNMARKEN,NO,"Ro-Ro/Passenger Ship"
9261839,259209000,"INGER HILDUR",NO,Trawler
6506264,259207000,SOLSKJEAR,NO,Trawler
9249386,259203000,NORDSILD,NO,"Fishing Vessel"
8512621,259200000,SKARHOLMEN,NO,Fishing
9108324,259199000,HAVOERN,NO,"Fish Carrier"
9266451,259198000,"NORMAND MASTER",NO,"Anchor Handling Vessel"
9086382,259196000,BESS,NO,Tug
9081954,259188000,"OLE BULL",NO,Passenger
9473470,259187800,BARONESSEN,NO,"Passengers Ship"
9473470,259187000,BARONESSEN,NO,"Passengers Ship"
7705037,259185000,HAUGEFISK,NO,"Fishing Vessel"
9420679,259183000,"RO MASTER",NO,"Fish Carrier"
8514526,259178000,KAMARO,NO,"Fishing Vessel"
9088847,259166000,ELISABETH,NO,Trawler
9369849,259162000,"VIKTORIA LADY",NO,"Fish Carrier"
9379686,259156000,"REM ETIVE",NO,"Offshore Supply Ship"
7024641,259155000,GRAVNINGEN,NO,Passenger
7037806,259153000,"M/S BOHUS",NO,"Ro-Ro/Passenger Ship"
8112512,259151000,"ARTIC SENIOR",NO,"General Cargo"
9350238,259145000,"HAVILA PRINCESS",NO,"Multi Purpose Offshore Vessel"
9048914,259139000,NORDLYS,NO,"Ro-Ro/Passenger Ship"
9393400,259133000,"HAVILA NEPTUNE",NO,"Anchor Handling Vessel"
9378840,259132000,KNESTER,NO,Fishing
7368695,259131000,SKULEBAS,NO,"Fishing Vessel"
9244178,259129000,TALBOR,NO,Fishing
8609412,259128000,MEREDIAN,NO,"Research/Survey Vessel"
9032472,259127000,GLOMFJORD,NO,Trawler
9361184,259125000,"M/F LOTE",NO,"Ro-Ro/Passenger Ship"
5255129,259124000,"T/B OYVAG",NO,Tug
9502685,259123000,"BB COASTER",NO,Tug
6505648,259122000,"HAAFLU R 5 B",NO,"Fishing Vessel"
9356189,259121000,"ISLAND VANGUARD",NO,"Anchor Handling Vessel"
9418781,259120000,"WITH JUNIOR",NO,"Pallet Carrier"
9390276,259119000,SVEALAND,NO,"Pallet Carrier"
9160322,259111000,TRYGVASON,NO,Trawler
6929985,259109000,KATO,NO,"Fishing Vessel"
9363778,259105000,"VOLSTAD SUPPLIER",NO,"Multi Purpose Offshore Vessel"
8603951,259103000,KJELSVIK,NO,Trawler
9020314,259102000,BIRGERSON,NO,Fishing
9490870,259099000,"SPAR VEGA",NO,Cargo
9528469,259098000,STORFJORD,NO,"Ro-Ro/Passenger Ship"
9528471,259097000,HJORUNDFJORD,NO,"Ro-Ro/Passenger Ship"
9112117,259095000,"CHAMPION TIDE",NO,"Oil/Chemical Tanker"
9553335,259094000,SELBJORNSFJORD,NO,"Ro-Ro/Passenger Ship"
9490791,259093000,"SPAR CORVUS",NO,"Bulk Carrier"
9581930,259092000,"BERNT OSKAR",NO,"Fishing Vessel"
9606211,259091000,OYLAKS,NO,"Fish Carrier"
9551909,259088000,"BOA HEIMDAL",NO,Tug
9551894,259087000,"BOA BRAGE",NO,Tug
9462342,259086000,"BOA BALDER",NO,Tug
9579652,259085000,NOVATRANS,NO,"Fish Carrier"
9461831,259084000,"SKS DOKKA",NO,"Oil Products Tanker"
9442421,259083000,"SIEM GARNET",NO,"Anchor Handling Vessel"
9477593,259082000,"RIBERA DUERO KNUTSEN",NO,"Lng Tanker"
9544671,259078000,"BJORG PAULINE",NO,Cargo
9479967,259074000,"HAVILA CLIPPER",NO,"Offshore Supply Ship"
9505508,259073000,"HAVILA SUBSEA",NO,"Offshore Supply Ship"
9462770,259072000,"HAVILA CRUSADER",NO,"Offshore Supply Ship"
9350288,259071000,"BW LIBERTY",NO,"Lpg Tanker"
9447627,259069000,"SKANDI PEREGRINO",NO,"Anchor Handling Vessel"
9312107,259050000,"KV HARSTAD",NO,"Naval Patrol Vessel"
8640387,259040000,"KV SVALBARD",NO,"Patrol Vessel"
9529932,259037000,"BRAGE TRADER",NO,"Offshore Supply Ship"
9529920,259036000,"BRAGE SUPPLIER",NO,"Multi Purpose Offshore Vessel"
9417749,259029000,"SIEM DIAMOND",NO,"Anchor Handling Vessel"
9480734,259028000,"SKANDI HAWK",NO,"Offshore Supply Ship"
9521021,259027000,DESPINA,NO,"Multi Purpose Offshore Vessel"
9431848,259025000,"HOEGH XIAMEN",NO,"Ro-Ro/Passenger Ship"
9114775,259024000,"BOW BRACARIA",NO,"Oil/Chemical Tanker"
9535383,259023000,"GEIR II",NO,"Fishing Vessel"
9435478,259022000,"AKER WAYFARER",NO,"Offshore Supply Ship"
7325459,259014000,M351,NO,"Not available"
9494060,259005000,BONITA,NO,"Bulk Carrier"
9429003,259004000,"SKS DOYLES",NO,"Oil Products Tanker"
9429857,259003000,"SKANDI SINGAPORE",NO,"Offshore Supply Ship"
9559688,259002000,"WESTERN STAVANGER",NO,"Bulk Carrier"
9386691,259001000,"BOURBON SAPPHIRE",NO,"Multi Purpose Offshore Vessel"
9684885,258999000,FJORDBRIS,NO,"Passengers Ship"
9684859,258998000,TJELDEN,NO,"Ro-Ro/Passenger Ship"
8811314,258996620,SILVERVAAG,NO,Fishing
9664445,258996000,"WORLD SAPPHIRE",NO,"Offshore Supply Ship"
9664433,258995000,"WORLD OPAL",NO,"Offshore Supply Ship"
9118472,258992000,"RAMFORM EXPLORER",NO,"Research/Survey Vessel"
9657210,258991000,HEROYHAV,NO,"Fishing Vessel"
9451563,258990000,"RONJA ATLANTIC",NO,"Fish Carrier"
9114622,258988000,"SPAR ORION",NO,"Bulk Carrier"
9319698,258986000,"TORM MARINA",NO,"Crude Oil Tanker"
9104615,258985000,"SPAR SIRIUS",NO,"Bulk Carrier"
9660451,258984000,HOPEN,NO,Trawler
9342205,258981000,"HOEGH LONDON",NO,"Vehicles Carrier"
9673379,258977000,"HOEGH JACKSONVILLE",NO,"Vehicles Carrier"
9673381,258975000,"HOEGH JEDDAH",NO,"Vehicles Carrier"
8309828,258974000,"STAR FLORIDA",NO,"General Cargo"
8309842,258973000,"STAR FRASER",NO,"General Cargo"
8309830,258972000,"STAR FUJI",NO,"General Cargo"
9671527,258968000,IBESTAD,NO,"Ro-Ro/Passenger Ship"
9100138,258967000,"NORDIC CHANTAL",NO,"General Cargo"
8813063,258965000,"CLIPPER SKAGEN",NO,"Lpg Tanker"
9071569,258964000,"STAR HIDRA",NO,"General Cargo"
9011038,258963000,"GREEN CONCORDIA",NO,Reefer
9215309,258960000,"BOW SAGA",NO,"Oil/Chemical Tanker"
9074420,258957000,MARINEX,NO,"Oil/Chemical Tanker"
9071557,258954000,"STAR HERDLA",NO,"General Cargo"
9318565,258953000,"STEN AURORA",NO,"Oil/Chemical Tanker"
9274812,258952000,ERVIKEN,NO,"Crude Oil Tanker"
9047518,258947000,"BOW CLIPPER",NO,"Oil/Chemical Tanker"
9646091,258944000,VENDLA,NO,Trawler
9652806,258943000,"ATLANTIC VIKING",NO,Trawler
9384461,258941000,"SIEM HANNE",NO,"Offshore Supply Ship"
9307798,258938000,"TORM VENTURE",NO,"Oil Products Tanker"
9370018,258932000,FRAM,NO,"Ro-Ro/Passenger Ship"
9316115,258931000,"WINDSOR KNUTSEN",NO,"Shuttle Tanker"
9253820,258929000,"CLIPPER MOON",NO,"Lpg Tanker"
9047506,258928000,"BOW RIYAD",NO,"Oil/Chemical Tanker"
9047752,258927000,"BOW MEKKA",NO,"Oil/Chemical Tanker"
9272668,258926000,"JO ACER",NO,"Oil/Chemical Tanker"
9047491,258925000,"BOW FLOWER",NO,"Oil/Chemical Tanker"
9047764,258924000,"BOW FAGUS",NO,"Oil/Chemical Tanker"
1003255,258917000,PHILOSOPHY,NO,Yacht
9215294,258910000,"BOW SIRIUS",NO,"Oil/Chemical Tanker"
7419248,258908000,SVEANORD,NO,"General Cargo"
9665011,258906000,JUANITA,NO,"Other Type"
7600287,258902000,"NOR VIKING",NO,"General Cargo"
7330052,258897000,VISCARIA,NO,"Asphalt/Bitumen Tanker"
9643465,258895000,"NORTH POMOR",NO,"Offshore Supply Ship"
9286827,258894000,EKEN,NO,"Oil Products Tanker"
9665114,258885000,"NAO GUARDIAN",NO,"Offshore Supply Ship"
9326718,258884000,"SKS SEGURA",NO,"Crude Oil Tanker"
9171280,258882000,"HOEGH TRADER",NO,"Vehicles Carrier"
9326720,258881000,"SKS SPEY",NO,"Crude Oil Tanker"
9652818,258874000,VOLSTAD,NO,Trawler
9665047,258873000,"STRIL SERVER",NO,"Offshore Supply Ship"
9682540,258871000,"RONJA HUON",NO,"Fish Carrier"
9330628,258868000,"MV VELA",NO,"Bulk Carrier"
8502834,258867000,"STAR ATLANTIC",NO,"General Cargo"
9249520,258866000,"ISLAND FRONTIER",NO,"Well Stimulation Vessel"
9372901,258865000,"VIKING QUEEN",NO,"Multi Purpose Offshore Vessel"
7332490,258864000,TORVIND,NO,"General Cargo"
9648025,258863000,"WORLD DIAMOND",NO,"Offshore Supply Ship"
9648166,258859000,"WORLD PERIDOT",NO,"Offshore Supply Ship"
9391000,258858000,RYSTRAUM,NO,"Oil/Chemical Tanker"
9212369,258856000,RISANGER,NO,"Oil/Chemical Tanker"
9638123,258854000,"WORLD PEARL",NO,"Offshore Supply Ship"
9212371,258852000,RAVNANGER,NO,"Oil/Chemical Tanker"
9390991,258849000,GOLFSTRAUM,NO,"Oil/Chemical Tanker"
9382774,258847000,"SKANDI COMMANDER",NO,"Diving Support Vessel"
9650200,258845000,"WORLD EMERALD",NO,"Offshore Supply Ship"
9662710,258844000,RYFYLKE,NO,"Ro-Ro/Passenger Ship"
9662722,258841000,HARDANGER,NO,"Ro-Ro/Passenger Ship"
8309579,258838000,TAGUS,NO,"Vehicles Carrier"
9183867,258830000,"GEOWAVE COMMANDER",NO,"Research/Survey Vessel"
9252503,258826000,"GEO BARENTS",NO,"Research/Survey Vessel"
9682045,258825000,"ISLAND PERFORMER",NO,"Offshore Supply Ship"
8415653,258822000,DANUBIA,NO,"General Cargo"
7207463,258821000,SIGMA,NO,"Research/Survey Vessel"
8702836,258820000,"SILVER CAPE",NO,Reefer
8907204,258818000,"SILVER HORN",NO,Reefer
9112234,258815000,"TANKER VICTORY",NO,"Oil/Chemical Tanker"
9112222,258814000,MAURANGER,NO,"Oil/Chemical Tanker"
9261877,258813000,"LADY ASTRID",NO,"Anchor Handling Vessel"
7233668,258808000,LISBETH,NO,"General Cargo"
9669902,258804000,"BOW TRIUMPH",NO,Tanker
9669885,258802000,"BOW TRIBUTE",NO,Tanker
9392547,258799000,"RONJA HARVESTER",NO,"Fish Carrier"
8309581,258798000,TASCO,NO,"Vehicles Carrier"
9669897,258795000,"BOW TRIDENT",NO,Tanker
9366809,258793000,"VIKING ATHENE",NO,"Multi Purpose Offshore Vessel"
9240433,258792000,"SKS MOSEL",NO,"Obo Carrier"
9708021,258791000,"RO ARCTIC",NO,Cargo
8605167,258787000,TANCRED,NO,"Vehicles Carrier"
9240445,258786000,"SKS MERSEY",NO,"Obo Carrier"
9676280,258785000,"SIEM SPEARFISH",NO,"Offshore Supply Ship"
9676292,258783000,"SIEM STINGRAY",NO,"Other Type"
9184859,258782000,"HOEGH TREASURE",NO,"Vehicles Carrier"
9043093,258781000,"NORDIC LYNX",NO,"Oil/Chemical Tanker"
9247807,258779000,"CLIPPER STAR",NO,"Lpg Tanker"
9640968,258778000,"GADUS POSEIDON",NO,Trawler
9186302,258774000,"HOEGH TROVE",NO,"Vehicles Carrier"
9647784,258773000,LIGRUNN,NO,Trawler
9777515,258771000,"FROY PIONER",NO,Tug
9664706,258768000,"POLAR ONYX",NO,"Offshore Supply Ship"
9317860,258767000,"BOW ENGINEER",NO,"Oil/Chemical Tanker"
9281657,258765000,"SKANDI CALEDONIA",NO,"Offshore Supply Ship"
9247118,258761000,NORVIND,NO,"General Cargo"
9683659,258759000,"REM FORTUNE",NO,"Offshore Supply Ship"
9312482,258758000,"HOEGH SHANGHAI",NO,"Vehicles Carrier"
9655676,258756000,"VEGA INRUDA",NO,"Not available"
9266267,258755000,"JO BETULA",NO,"Oil/Chemical Tanker"
9263514,258753000,"SKANDI BUCHAN",NO,"Offshore Supply Ship"
9358931,258751000,"STEN HIDRA",NO,"Oil/Chemical Tanker"
9258612,258749000,"THELMA    VICTORY",NO,"Oil/Chemical Tanker"
9470870,258746000,BORGENFJORD,NO,"General Cargo"
9085211,258739000,"OCEANIC CHAMPION",NO,"Research/Survey Vessel"
9660073,258738000,"SKANDI ICEMAN",NO,"Anchor Handling Vessel"
9690066,258737000,"SIEM SYMPHONY",NO,Cargo
9310513,258734000,"STAR JAVA",NO,"General Cargo"
9639062,258732000,HAVSTRAND,NO,Trawler
9261865,258730000,"LADY CAROLINE",NO,"Anchor Handling Vessel"
9660449,258729000,"EIDSVAAG PIONER",NO,"Fishery Support Vessel"
9367009,258728000,"NORMAND SEVEN",NO,"Pipe Layer"
9301536,258722000,"SKS SKEENA",NO,"Crude Oil Tanker"
9318474,258720000,"HOEGH BANGKOK",NO,"Vehicles Carrier"
9375989,258715000,"NORDIC SOLA",NO,"Oil/Chemical Tanker"
9375977,258714000,"NORDIC SUND",NO,"Oil/Chemical Tanker"
8014411,258710000,SEARCH,NO,"Research/Survey Vessel"
9173563,258709000,"HAGLAND BORG",NO,"General Cargo"
9379404,258707000,"CLIPPER SIRIUS",NO,"Lpg Tanker"
9676216,258704000,"SIEM MOXIE",NO,"Offshore Supply Ship"
9627966,258703000,WILPRIDE,NO,"Lng Tanker"
9627954,258702000,WILFORCE,NO,"Lng Tanker"
9666065,258696000,TENNA,NO,"Ro-Ro/Passenger Ship"
9663403,258695000,HUSOY,NO,"Ro-Ro/Passenger Ship"
9664471,258694000,LOVUND,NO,Passenger
8204975,258693000,TAIKO,,"Vehicles Carrier"
9321677,258692000,KRONVIKEN,NO,"Crude Oil Tanker"
9666405,258691000,HEROYSUND,NO,"Ro-Ro/Passenger Ship"
9645968,258686000,"ISLAND DRAGON",NO,"Offshore Supply Ship"
9645956,258685000,"ISLAND DAWN",NO,"Offshore Supply Ship"
9686596,258684000,TORBAS,NO,Fishing
9321689,258682000,SOLVIKEN,NO,"Crude Oil Tanker"
8914295,258681000,BIMI,NO,"General Cargo"
9301524,258676000,"SKS SATILLA",NO,"Crude Oil Tanker"
9533189,258674000,"OV SKOMVAER",NO,"Pollution Control Vessel"
9657765,258672000,"RONJA POLARIS",NO,"Fish Carrier"
9043081,258670000,"NORDIC WOLVERINE",NO,"Oil/Chemical Tanker"
9378163,258669000,"CLIPPER HERMOD",NO,"Lpg Tanker"
9377078,258667000,"CLIPPER MARS",NO,"Lpg Tanker"
9355977,258666000,"SIEM LOUISA",NO,"Offshore Supply Ship"
7922245,258663000,NYKSUND,NO,"Pallet Carrier"
8104345,258659000,"NSM SEA",NO,"Standby Safety Vessel"
9648697,258658000,"DINA STAR",NO,"Offshore Supply Ship"
8713811,258657000,NORFRAKT,NO,"General Cargo"
9107136,258656000,NORHOLM,NO,"General Cargo"
9379399,258655000,"CLIPPER VICTORY",NO,"Lpg Tanker"
9617985,258654000,"KINGS BAY",NO,"Fishing Vessel"
9190858,258649000,VERONA,NO,"Vehicles Carrier"
9247132,258648000,NORBRIS,NO,"General Cargo"
9489651,258647000,"SEABED PRINCE",NO,"Research/Survey Vessel"
9649184,258646000,"TROMS LYRA",NO,"Offshore Supply Ship"
9378151,258645000,"CLIPPER  HERMES",NO,"Lpg Tanker"
9358682,258643000,"CLIPPER HELEN",NO,"Lpg Tanker"
9372420,258641000,"CLIPPER ORION",NO,"Lpg Tanker"
9372432,258640000,"CLIPPER NEPTUN",NO,"Lpg Tanker"
9657208,258637000,ROGNE,NO,"Fishing Vessel"
9009023,258636000,"BW HAVIS",NO,"Lpg Tanker"
9769532,258634000,PERLEN,NO,Cargo
7915278,258633000,FALCON,NO,"Heavy Lift Vessel"
8822351,258632000,SOLUNDIR,NO,"Passengers Ship"
9665126,258631000,"NAO PROTECTOR",NO,"Offshore Supply Ship"
9633604,258629000,"SONGA ENDURANCE",NO,"Other Type"
9684900,258628000,"HOEGH TRACER",NO,"Not available"
8772075,258627000,"SONGA ENCOURAGE",NO,"Other Type"
9037173,258626000,"CYPRUS CEMENT",NO,"Cement Carrier"
9231468,258623000,"STAVANGER PRINCE",NO,"Oil Products Tanker"
9230062,258617000,"BW GDF SUEZ BOSTON",NO,"Lng Tanker"
8772087,258615000,"SONGA ENABLER",NO,"Other Type"
9633599,258614000,"SONGA EQUINOX",NO,"Other Type"
9235062,258611000,SEQUOIA,NO,"Oil/Chemical Tanker"
9283473,258610000,"SKANDI TEXEL",NO,"Offshore Supply Ship"
9154610,258605000,"SPAR LUPUS",NO,"Bulk Carrier"
9154608,258604000,"SPAR CETUS",NO,"Bulk Carrier"
9358670,258602000,"CLIPPER HEBE",NO,"Lpg Tanker"
9255048,258599000,STEIGEN,NO,"Fish Carrier"
9210048,258598000,"RANA EXPRESS",NO,"General Cargo"
9349370,258597000,"NORMAND COMMANDER",NO,"Multi Purpose Offshore Vessel"
9247728,258595000,"MS MIDNATSOL",NO,"Ro-Ro/Passenger Ship"
9383388,258593000,FJORDDROTT,NO,"Passengers Ship"
9517472,258592000,"KV MAGNUS LAGABOTE",NO,"Patrol Vessel"
9244568,258591000,"VIKING DYNAMIC",NO,"Offshore Supply Ship"
9182320,258590000,HEROYFJORD,NO,Trawler
9371543,258585000,OERLAND,NO,Passenger
7048491,258584000,SIMRADECHO,NO,"Multi Purpose Offshore Vessel"
6711467,258582000,"STEFFEN ANDREAS",NO,"General Cargo"
9429546,258577000,VIVAX,NO,Tug
9219094,258576000,REMOEY,NO,Fishing
9428803,258573000,AARDAL,NO,"Ro-Ro/Passenger Ship"
9421881,258571000,"RONJA SUPERIOR",NO,"Fish Carrier"
7126293,258569000,ROSTNESVAAG,NO,Trawler
9085194,258568000,SILEX,NO,Tug
9178410,258567000,"SEA LYNX",NO,"Anchor Handling Vessel"
6621313,258566000,"LIV MARIT",NO,"General Cargo"
9134555,258563000,"ATLANTIC STAR",NO,Trawler
9240108,258562000,"FAR SCOUT",NO,"Anchor Handling Vessel"
9257450,258561000,MOREJARL,NO,"Ro-Ro/Passenger Ship"
8502418,258559000,"ATL0Y VIKING",NO,Trawler
7039531,258558000,POLARTRANS,NO,"General Cargo"
9489481,258557000,"REM STAR",NO,"Multi Purpose Offshore Vessel"
9249350,258556000,"NORMAND MARINER",NO,"Anchor Handling Vessel"
9420150,258555000,"STRIL COMMANDER",NO,"Anchor Handling Vessel"
9029255,258553000,SKAGOYSUND,NO,Fishing
9325829,258552000,"BOURBON TOPAZ",NO,"Offshore Supply Ship"
7232743,258550000,"BULK VIKING",NO,"General Cargo"
6704907,258548000,SOEROEY,NO,"Passenger/Cargo Ship"
9390666,258540000,"ISLAND EMPRESS",NO,"Offshore Supply Ship"
9386811,258538000,ELEKTRON,NO,"General Cargo"
9371218,258537000,"NORMAND FORTRESS",NO,"Multi Purpose Offshore Vessel"
8842806,258536000,ANKERFISK,NO,Trawler
9258739,258535000,"ARCTIC SWAN",NO,Trawler
9343766,258533000,"NORMAND CORONA",NO,"Offshore Supply Ship"
9417816,258532000,"FAR SCORPION",NO,"Anchor Handling Vessel"
9240952,258528000,NORMAND_IVAN,NO,Tug
9740354,258527000,"STRIL MAR",NO,"Other Type"
9568330,258526000,"HAUGE JUNIOR",NO,Trawler
9062934,258523000,"DR.FRIDTJOF NANSEN",NO,"Fishery Research Vessel"
8899665,258517000,"G.M. DANNEVIG",NO,"Fishery Research Vessel"
9325738,258514000,"ISLAND PATRIOT",NO,"Well Stimulation Vessel"
9060364,258510000,FAR_FOSNA,NO,"Anchor Handling Vessel"
9481166,258509000,KONGEN,NO,"Passengers Ship"
9392493,258506000,TEDNO,NO,"High speed craft"
9254898,258505000,VOLDA,NO,"Ro-Ro/Passenger Ship"
7817270,258501000,"KARM OCEAN",NO,"Other Type"
9040429,258500000,"RICHARD WITH",NO,"Ro-Ro/Passenger Ship"
5351894,258499000,POLARGIRL,NO,"Passengers Ship"
7382627,258493000,VIKINGFJORD,NO,"Buoy-laying Vessel"
9724776,258491000,PURIMU4,NO,Cargo
7414262,258484000,"ATLANTIC EAGLE",NO,"Pipe Carrier"
9188972,258483000,"FROYANES SENIOR",NO,Trawler
8506854,258479000,"OCEAN VIKING",NO,"Offshore Supply Ship"
8019368,258478000,VESTERAALEN,NO,"Passenger/Cargo Ship"
5424562,258477000,LOFOTEN,NO,"Passenger/Cargo Ship"
9255995,258476000,LANGSUND,NO,"Fish Carrier"
9706449,258475000,"SKANDI ACU",NO,"Other Type"
9696022,258471000,FANOEYVAAG,NO,Fishing
9288978,258470000,SEGLA,NO,"Fishing Vessel"
7007514,258469000,"LOYALTY EXPRESS",NO,"General Cargo"
9439022,258467000,"TROMS POLLUX",NO,"Offshore Supply Ship"
9233258,258465000,TROLLFJORD,NO,"Ro-Ro/Passenger Ship"
9255036,258464000,CHRISTINE,NO,"Fish Carrier"
7739777,258463000,SJOVEIEN,NO,Cargo
8702422,258461000,RIGNATOR,NO,"General Cargo"
6900379,258460000,HEIKO,NO,"General Cargo"
9236767,258452000,FEDJEFJORD,NO,"Ro-Ro/Passenger Ship"
6721113,258451000,SANDSUND,NO,"General Cargo"
5275997,258450000,CABELA,NO,"General Cargo"
9371696,258448000,"ISLAND CHALLENGER",NO,"Offshore Supply Ship"
6904935,258446000,TORVAAG,NO,"General Cargo"
6903034,258445000,HAVGLOETT,NO,"General Cargo"
9127667,258444000,"CHAMPION TRADER",NO,"Oil/Chemical Tanker"
9310410,258443000,HEINA,NO,"Bulk Carrier"
9464417,258441000,"ADS KRISTIANSAND",NO,"Bulk Carrier"
7030793,258439000,FALKAAS,NO,"General Cargo"
9126584,258438000,"NUSANTARA EXPLORER",NO,"Cable Layer"
9402342,258437000,"ISLAND ENDEAVOUR",NO,"Offshore Supply Ship"
7369027,258435000,TERNESKJAER,NO,"General Cargo"
7325564,258434000,VARGOEY,NO,"General Cargo"
9768978,258433000,INGOEY,NO,"High speed craft"
9257591,258430000,"BERGEN NORDIC",NO,"Oil/Chemical Tanker"
9741279,258429000,"ISLAND DEFENDER",NO,"Other Type"
9351969,258427000,"STRIL ODIN",NO,"Pipe Carrier"
9366598,258426000,"ISLAND CHAMPION",NO,"Offshore Supply Ship"
9505273,258425000,FISKESKJER,NO,Fishing
9383376,258424000,FJORDFART,NO,"Passengers Ship"
9418705,258423000,"REM MERMAID",NO,"Offshore Supply Ship"
7424762,258422000,URTER,NO,"Fishing Vessel"
